question,answer
"What year was the municipality of Donmatías, Antioquia, Colombia, founded?",1787
"What month and year were the Opuke Thermal Pools & Spa opened in Methven, New Zealand?",November 2021
"What year was the municipality of Jenesano, Boyacá, Colombia, founded?",1828
"The Persina Nature Park in Bulgaria was originally established on what day, month, and year?","December 4, 2000."
"On what day, month, and year did Mira Sintra-Meleças railway station open for revenue service?",29 November 2004
"What day, month, and year was the municipality of Tipacoque, Boyacá, Colombia, created?","November 28th, 1968"
What is the second-largest island in the world that is part of Indonesia?,New Guinea
"What year was the municipality of Santa Rosa de Osos, Antioquia, Colombia, founded?",1636
"What year was the municipality of Chiscas, Boyacá, Colombia, founded?",1777
Which city is known as the Rice Bowl of Kashmir?,Pulwama
What were the names of the two streets at the intersection where the Sydenham Hospital in New York was originally located?,124th Street and Manhattan Avenue
How many colors does the Zambian flag have?,"Four - Green, Red, Black, Orange."
"In which year was the municipality of Vegachí, Antioquia, Colombia, founded?",1950
What is a bridge called in Kashmiri?,Kadal
"As of the 2020 census, what was the population of the city of Fort Oglethorpe, which is in the U.S. state of Georgia?","10,423"
"In the 2020 census, what was the population of Seneca Township in Lenawee County?","1,155"
"What is the depth of Wular Lake in meters, located in Jammu & Kashmir?",14
Which religion is the third largest among Singaporean residents based on the 2020 census?,Islam
"What year was the municipality of El Cocuy, Boyacá, Colombia, founded?",1541
The first clock installed outside of the family farm of Alberto Olvera Hernández was for the Santiago Apostol Church in which small town in Mexico?,Chignahuapan
"In which day, month, and year was the municipality of La Victoria, Boyacá, Colombia, founded?","December 21, 1956"
"What year was the municipality of Jardín, Antioquia, Colombia, founded?",1863
"What year was the municipality of Santo Domingo, Antioquia, Colombia, founded?",1778
"As of 2022, what is the name of the most spoken language in the Tharparkar region of Sindh, Pakistan?",Dhatki
What is the maximum depth of the Mediterranean Sea in meters?,5109 m
"What month, day, and year was the Köln Frankfurter Straße station opened?",13 June 2004
The Alpine musk deer is the state animal of which Indian state?,Uttarakhand
"In which month of 2005 was the Lal Bahadur Shastri Dam, also known as the Almatti Dam, located on the Krishna River in North Karnataka, India, completed?",July
"What year was the municipality of Alejandría, Antioquia, Colombia, founded?",1886
"What day, month, and year was the municipality of San Juan de Urabá, Antioquia, Colombia, founded?",24 June 1896
"What river borders the west of Goldsboro, NC?",The Little River
"As of 2022, in total, how many designated UNESCO areas have Great Apes?",34
"In which year was the municipality of Remedios, Antioquia, Colombia, founded?",1560
What is the name of the village in Jammu and Kashmir named after the Sufi saint Baba Payam Uddin Reshi?,Babareshi
"As of 2022, what is the population of Mersin Province?","1,916,432"
"According to the 2011 Indian census, what was the population of Handwara, a sub-district of Kupwara in J&K?","13,600"
"What is the name of the first Catholic church in The Woodlands, Texas?",Sts. Simon and Jude
"Which glacier is known as the ""Third Pole""?",The Siachen Glacier
"What year was the municipality of Chivatá, Boyacá, Colombia, founded?",1556
"In which year was the municipality of La Uvita, Boyacá, Colombia, founded?",1758
Armsia petasus is endemic to which country?,United States of America
"In which year was the municipality of Carepa, Antioquia, Colombia, founded?",1950
"Who served as the first Deputy Commissioner of the Pherzawl District, located in the southern part of Manipur, India?",Shri A.Tombikanta Singh
In which city was the linguist Georgy Konstantinovich Danilov born?,Chyhyryn
During which years was Otto Schlüter a professor of geography at the University of Halle?,1911 to 1959
"In which year was the municipality of Buriticá, Antioquia, Colombia, founded?",1614
"What year was the municipality of Saboyá, Boyacá, Colombia, founded?",1556
What is the maximum length of Krishansar Lake in kilometers?,0.95 kilometres
"What was the population of Center Township, Clinton County, Iowa, at the time of the 2000 Census?",626
"Who founded the municipality of Cucaita, Boyacá, Colombia?",friar Juan de Los Barrios
Which commune in France is The Pont Serme located in?,Coursan
"In which year was the municipality of La Pintada, Antioquia, Colombia, founded?",1815
"In what town was the former mayor of Brasov, Romania, George Scripcaru, born?","Doljești, Neamț County, Romania"
Cylindrovertilla kingi is endemic to which country?,Australia
What is the name of the discovery site of the 454 Mathesis in 1900?,Heidelberg (024)
"According to the 2011 Nepal census, what percentage of the population of Nepal speaks Urdu?",2.61%
